股票id	股票名	价格	涨跌幅(%)	换手率(%)	市盈率	市净率	行业板块	社保基金	社保基金数	公告日期	送股	转股	派息	除权日	登记日
600282	南钢股份	3.62	-0.82	1.31	12.48	0.85	普钢	[]	0	2023-04-27	0	0	2.5	2023-05-08	2023-05-05
600283	钱江水利	13.08	+0.38	1.58	23.10	2.04	水务	[]	0	2023-04-15	0	0	1.5	--	--
600284	浦东建设	7.17	-0.14	0.87	13.12	0.95	路桥施工	[]	0	2023-03-28	0	0	2.1	--	--
600285	羚锐制药	17.27	-2.76	2.66	20.46	3.63	中药	['全国社保基金一一五组合']	1	2023-04-26	0	0	6	--	--
600287	江苏舜天	5.20	+0.97	1.13	37.23	1.30	贸易	[]	0	2023-04-29	0	0	0.9	--	--
600288	大恒科技	11.86	-1.17	1.11	54.61	2.81	其他电子	[]	0	2023-04-26	0	0	0.08	--	--
600289	ST信通	2.75	-0.72	0.33	--	1.25	通信配套服务	[]	0	2023-04-28	0	0	0	--	--
600290	*ST华仪	1.88	+5.03	1.10	--	--	风电设备	[]	0	2023-04-28	0	0	0	--	--
600292	远达环保	5.82	-0.34	0.66	--	0.89	环保工程及服务	[]	0	2023-03-31	0	0	0	--	--
600293	三峡新材	2.54	-1.55	0.57	--	1.85	终端设备	[]	0	2023-04-25	0	0	0	--	--
600295	鄂尔多斯	14.76	-0.07	0.26	6.71	1.38	其他采掘	[]	0	2023-04-15	0	4	10	--	--
600297	广汇汽车	2.17	+0.46	0.59	--	0.46	汽车服务	[]	0	2023-04-28	0	0	0	--	--
600298	安琪酵母	39.42	-0.53	0.85	25.16	3.56	其他农产品加工	['全国社保基金一零一组合', '全国社保基金一一四组合']	2	2023-03-31	0	0	5	--	--
600299	安迪苏	8.01	-1.72	0.28	26.17	1.43	其他化学制品	['全国社保基金一一四组合']	1	2023-03-31	0	0	1.51	--	--
600300	维维股份	3.17	0.00	0.64	50.75	1.66	软饮料	[]	0	2023-03-25	0	0	0.18	--	--
600301	南化股份	17.50	-2.62	3.50	--	5.16	贸易	[]	0	2023-04-12	0	0	0	--	--
600302	标准股份	5.00	-0.79	0.91	--	1.74	纺织服装设备	[]	0	2023-04-19	0	0	0	--	--
600303	ST曙光	4.97	+5.07	0.14	--	1.61	商用载客车	[]	0	2023-04-29	0	0	0	--	--
600305	恒顺醋业	11.35	-0.70	0.62	85.19	5.02	调味发酵品	[]	0	2023-04-04	0	0	1.1	2023-04-11	2023-04-10
600306	*ST商城	8.50	+1.31	0.45	--	--	商业贸易	[]	0	2023-03-30	0	0	0	--	--
600307	酒钢宏兴	1.64	0.00	0.60	--	0.91	普钢	[]	0	2023-04-29	0	0	0	--	--
600308	华泰股份	5.23	+0.19	0.72	16.61	0.62	造纸	[]	0	2023-04-22	0	4	0	--	--
600309	万华化学	90.11	+0.07	0.41	18.97	3.50	聚氨酯	[]	0	2023-03-21	0	0	16	--	--
600310	桂东电力	3.12	+0.65	1.26	--	1.47	水电	[]	0	2023-03-24	0	0	0	--	--
600312	平高电气	11.62	-2.35	2.69	48.88	1.66	高压设备	[]	0	2023-04-21	0	0	0.55	--	--
600313	农发种业	8.81	-2.22	1.48	38.11	5.37	种子生产	[]	0	2023-03-22	0	0	0	--	--
600315	上海家化	29.57	-0.14	0.75	39.90	2.68	日用化学产品	['全国社保基金一一七组合']	1	2023-04-26	0	0	2.1	--	--
600316	洪都航空	24.22	-1.62	0.66	136.52	3.28	航空装备	[]	0	2023-03-16	0	0	0.59	--	--
600318	新力金融	6.59	+0.46	2.11	--	3.31	多元金融	[]	0	2023-03-24	0	0	0	--	--
600319	亚星化学	5.18	-2.26	0.89	21.38	3.24	氯碱	[]	0	2023-04-20	0	0	0	--	--
600320	振华重工	4.02	-0.50	0.92	43.56	1.43	重型机械	[]	0	2023-03-31	0	0	0	--	--
600321	正源股份	1.80	+1.12	1.06	--	1.70	其他建材	[]	0	2023-03-10	0	0	0	--	--
600322	天房发展	1.97	+3.14	2.56	--	40.62	房地产开发	[]	0	2023-04-29	0	0	0	--	--
600323	瀚蓝环境	19.97	-1.14	0.68	12.55	1.46	公用事业	['全国社保基金五零二组合', '全国社保基金一一五组合', '全国社保基金一零一组合']	3	2023-04-07	0	0	2.2	--	--
600325	华发股份	10.78	+5.89	2.59	9.50	1.29	房地产开发	['全国社保基金一零七组合', '全国社保基金四一三组合']	2	2023-04-21	0	0	3.7	2023-04-28	2023-04-27
600326	西藏天路	6.44	-2.72	4.46	--	1.60	水泥制造	[]	0	2023-04-19	0	3	0	--	--
600327	大东方	4.91	+0.82	1.30	30.43	1.34	汽车服务	[]	0	2023-04-20	0	0	0.7	--	--
600328	中盐化工	14.23	-0.97	1.12	9.13	1.38	无机盐	[]	0	2023-04-28	0	3	4.94	--	--
600329	达仁堂	50.02	+5.71	3.81	36.40	5.60	中药	['广发基金管理有限公司－社保基金四二零组合']	1	2023-04-01	0	0	11.2	--	--
600330	天通股份	9.82	-3.16	2.73	18.73	1.52	磁性材料	['汇添富基金管理股份有限公司－社保基金17022组合', '汇添富基金管理股份有限公司－社保基金四二三组合']	2	2023-04-15	0	0	0.5	--	--
600331	宏达股份	3.40	+3.34	1.62	188.56	16.31	铅锌	[]	0	2023-04-15	0	0	0	--	--
600332	白云山	33.59	-2.86	0.98	13.42	1.61	中药	[]	0	2023-03-18	0	0	7.32	--	--
600333	长春燃气	4.79	-1.44	0.52	--	1.49	燃气	[]	0	2023-04-29	0	0	0	--	--
600335	国机汽车	11.06	+10.05	3.41	40.35	1.46	汽车服务	[]	0	2023-04-26	0	0	0.8	--	--
600336	澳柯玛	5.72	-1.89	1.31	32.90	1.81	冰箱	[]	0	2023-04-22	0	0	0.7	--	--
600337	美克家居	3.21	+9.93	2.84	--	1.17	家具	[]	0	2023-04-29	0	0	0	--	--
600338	西藏珠峰	19.29	+0.36	1.85	53.47	5.19	铅锌	[]	0	2023-04-29	0	0	0	--	--
600339	中油工程	4.80	-0.83	3.02	34.71	1.04	油气钻采服务	[]	0	2023-04-21	0	0	0.39	--	--
600340	华夏幸福	2.50	+10.13	4.38	--	0.87	房地产开发	[]	0	2023-04-29	0	0	0	--	--
600343	航天动力	9.57	-0.83	0.55	--	3.30	航天装备	[]	0	2023-04-29	0	0	0	--	--
600345	长江通信	19.70	-1.60	3.45	20.31	1.76	通信传输设备	[]	0	2023-04-22	0	0	0.8	--	--
600346	恒力石化	15.43	0.00	0.18	--	2.02	涤纶	[]	0	2023-04-28	0	0	0	--	--
600348	华阳股份	13.91	-0.78	0.73	4.49	1.22	煤炭开采	[]	0	2023-04-15	5	0	8.77	--	--
600350	山东高速	7.59	-3.68	0.67	12.43	1.21	高速公路	['博时基金管理有限公司－社保基金16011组合']	1	2023-03-31	0	0	4	--	--
600351	亚宝药业	7.20	-1.10	2.26	39.41	1.80	中药	[]	0	2023-04-26	0	0	0.5	--	--
600352	浙江龙盛	9.47	-0.73	0.72	10.71	0.95	纺织化学用品	[]	0	2023-04-15	0	0	2.5	--	--
600353	旭光电子	11.55	-3.67	1.92	63.49	4.08	其他电子	[]	0	2023-04-12	0	4	0	--	--
600354	敦煌种业	6.99	-0.71	3.98	100.55	5.55	种子生产	[]	0	2023-04-20	0	0	0	--	--
600355	精伦电子	3.22	-0.31	2.18	--	7.69	终端设备	[]	0	2023-04-29	0	0	0	--	--
600356	恒丰纸业	7.72	-0.13	1.18	17.55	0.95	造纸	[]	0	2023-03-15	0	0	1.298	--	--
600358	国旅联合	5.54	-5.14	2.48	--	15.26	旅游综合	[]	0	2023-04-21	0	0	0	--	--
600359	新农开发	7.94	-0.63	1.02	46.35	4.87	其他种植业	[]	0	2023-03-31	0	0	0	--	--
600360	华微电子	6.84	-0.58	1.41	176.19	2.02	分立器件	[]	0	2023-04-28	0	0	0.185	--	--
600361	创新新材	5.27	-1.86	1.05	21.80	2.58	超市	['全国社保基金一一八组合']	1	2023-04-08	0	0	0.6	--	--
600362	江西铜业	20.15	-2.47	0.76	11.12	0.91	铜	['全国社保基金一一八组合']	1	2023-03-25	0	0	5	--	--
600363	联创光电	33.70	-1.63	1.24	51.31	4.07	LED	[]	0	2023-04-28	0	0	0.59	--	--
600365	ST通葡	3.31	-1.78	0.44	--	4.25	葡萄酒	[]	0	2023-04-29	0	0	0	--	--
600366	宁波韵升	8.10	-2.88	1.45	29.96	1.46	磁性材料	[]	0	2023-04-22	0	0	1	--	--
600367	红星发展	12.03	-2.35	1.69	29.99	2.04	无机盐	[]	0	2023-04-21	0	0	0.8	--	--
600368	五洲交通	4.44	-0.45	1.79	8.34	0.85	高速公路	['全国社保基金四零二组合']	1	2023-03-31	1	0	0.52	--	--
600369	西南证券	3.95	+1.28	1.06	39.57	1.04	证券	[]	0	2023-04-29	0	0	0.3	--	--
600370	三房巷	2.99	-0.33	0.89	21.81	1.70	印染	[]	0	2023-04-26	0	0	1.5	2023-05-08	2023-05-05
600371	万向德农	11.89	-0.92	0.77	53.79	5.73	种子生产	[]	0	2023-04-25	0	0	2	--	--
600372	中航电子	14.94	-1.71	0.88	76.03	2.31	航空装备	[]	0	2023-03-16	0	0	0	--	--
600373	中文传媒	18.67	-4.99	7.04	12.83	1.41	传媒	[]	0	2023-04-19	0	0	7.5	--	--
600375	汉马科技			0.00	--	39.09	工程机械	[]	0	2023-03-31	0	0	0	--	--
600376	首开股份	4.51	+2.50	1.06	--	0.49	房地产开发	[]	0	2023-04-29	0	0	1	--	--
600377	宁沪高速	9.72	+3.18	0.45	11.91	1.48	高速公路	[]	0	2023-03-27	0	0	4.6	--	--
600378	昊华科技	36.60	-2.48	0.29	28.51	3.95	其他化学制品	['全国社保基金一一三组合']	1	2023-04-22	0	0	6.4	--	--
600379	宝光股份	10.37	-0.29	0.87	56.97	5.19	中压设备	[]	0	2023-03-31	0	0	0.53	--	--
600380	健康元	12.90	-1.75	0.78	16.54	1.86	化学制剂	['全国社保基金一零八组合']	1	2023-04-11	0	0	1.8	--	--
600381	青海春天	9.06	-1.20	1.60	--	3.54	食品综合	[]	0	2023-04-29	0	0	0	--	--
600382	ST广珠	5.02	+1.21	1.14	12.58	1.06	综合	[]	0	2023-04-27	0	0	3.1	--	--
600383	金地集团	8.40	+6.06	3.18	6.33	0.58	房地产开发	['全国社保基金一一三组合']	1	2023-04-29	0	0	1.36	--	--
600386	北巴传媒	4.54	-3.40	2.50	50.69	2.00	营销服务	[]	0	2023-03-30	0	0	0.8	--	--
600387	ST海越	5.99	-4.92	0.09	50.32	0.90	石油贸易	[]	0	2023-04-29	0	0	0	--	--
600388	ST龙净	16.15	-2.48	0.60	21.49	2.36	环保设备	[]	0	2023-03-18	0	0	1.8	--	--
600389	江山股份	33.70	-1.86	0.69	7.78	2.97	农药	['全国社保基金五零三组合', '广发基金管理有限公司－社保基金四二零组合']	2	2023-04-18	4.5	0	2	--	--
600390	五矿资本	5.98	+4.18	2.76	9.69	0.65	多元金融	[]	0	2023-04-27	0	0	0	--	--
600391	航发科技	20.45	-2.25	1.75	111.76	4.38	航空装备	[]	0	2023-04-04	0	0	0	--	--
600392	盛和资源	12.92	-2.56	1.37	23.63	2.36	稀土	[]	0	2023-04-29	0	0	1	--	--
600393	ST粤泰	1.23	-4.65	0.22	--	1.11	房地产开发	[]	0	2023-04-29	0	0	0	--	--
600395	盘江股份	6.72	-0.30	0.53	6.99	1.19	煤炭开采	[]	0	2023-04-20	0	0	4.1	--	--
600396	*ST金山	2.12	0.00	1.38	--	--	公用事业	[]	0	2023-04-21	0	0	0	--	--
600397	安源煤业	3.02	-0.33	0.85	21.82	4.63	煤炭开采	[]	0	2023-04-22	0	0	0	--	--
600398	海澜之家	7.47	+7.64	1.37	14.44	2.17	男装	[]	0	2023-04-28	0	0	4.3	--	--
600399	抚顺特钢	10.65	-0.75	0.69	122.59	3.43	特钢	['易方达基金管理有限公司－社保基金17042组合']	1	2023-04-20	0	0	0	--	--
600400	红豆股份	3.52	-0.28	0.54	488.06	2.67	男装	[]	0	2023-04-21	0	0	0.3	--	--
600403	大有能源	4.80	-0.41	0.32	7.04	1.39	煤炭开采	[]	0	2023-04-21	0	0	4.3	2023-04-27	2023-04-26
600405	动力源	5.66	-3.08	2.75	--	3.75	储能设备	[]	0	2023-04-18	0	0	0	--	--
600406	国电南瑞	26.07	-1.55	0.15	26.47	4.05	电网自动化	[]	0	2023-04-28	0	2	3.9	--	--
600408	安泰集团	2.57	+2.80	1.66	--	1.08	焦炭加工	[]	0	2023-03-18	0	0	0	--	--
600409	三友化工	5.69	-0.52	1.11	18.04	0.89	纯碱	['全国社保基金四一三组合', '全国社保基金四零一组合']	2	2023-04-14	0	0	1.46	--	--
600410	华胜天成	7.05	+1.00	5.07	--	1.70	IT服务	[]	0	2023-04-28	0	0	0	--	--
600415	小商品城	10.60	+6.32	9.74	35.15	3.52	专业市场	[]	0	2023-04-12	0	0	0.65	--	--
600416	湘电股份	18.05	-0.28	0.79	77.85	3.40	风电设备	['全国社保基金五零三组合']	1	2023-04-29	0	0	0	--	--
600418	江淮汽车	11.83	-1.33	1.76	--	1.88	汽车	[]	0	2023-04-29	0	0	0	--	--
600419	天润乳业	19.85	+1.12	2.76	29.40	2.69	乳品	['全国社保基金六零四组合', '全国社保基金四零四组合', '鹏华基金管理有限公司－社保基金17031组合']	3	2023-03-31	0	0	1.87	--	--
600420	国药现代	13.28	-4.32	2.36	21.34	1.52	化学制剂	[]	0	2023-03-30	0	0	1	--	--
600421	华嵘控股	10.06	+0.30	0.48	--	101.98	机械基础件	[]	0	2023-04-19	0	0	0	--	--
600422	昆药集团	23.14	-0.34	2.55	43.89	3.43	中药	['全国社保基金四一三组合']	1	2023-03-23	0	0	1.6	--	--
600423	柳化股份	3.17	-1.25	0.39	174.13	5.78	氮肥	[]	0	2023-03-16	0	0	0	--	--
600425	青松建化	5.36	+2.49	12.95	20.48	1.45	水泥制造	[]	0	2023-03-31	0	0	1	--	--
600426	华鲁恒升	30.79	-1.00	0.74	14.08	2.36	氮肥	['全国社保基金一零六组合', '全国社保基金一零八组合', '博时基金管理有限公司－社保基金16012组合', '全国社保基金一一七组合']	4	2023-03-30	0	0	8	--	--
600428	中远海特	6.57	-2.52	1.67	15.78	1.28	航运	[]	0	2023-03-30	0	0	1.6	--	--
600429	三元股份	4.92	+0.20	0.32	203.79	1.49	乳品	[]	0	2023-04-27	0	0	0.08	--	--
600433	冠豪高新	3.81	-0.26	0.84	19.74	1.33	造纸	[]	0	2023-03-11	0	0	2.5	--	--
600435	北方导航	10.53	-2.14	1.06	90.50	6.10	地面兵装	[]	0	2023-04-21	0	0	0.4	--	--
600436	片仔癀	273.81	+0.06	0.28	64.71	13.64	中药	[]	0	2023-04-15	0	0	12.5	--	--
600438	通威股份	38.31	-1.82	0.92	5.92	2.56	光伏设备	['全国社保基金一一零组合']	1	2023-04-25	0	0	28.58	--	--
600439	瑞贝卡	2.60	-0.76	0.44	116.98	1.05	其他家用轻工	[]	0	2023-04-28	0	0	0	--	--
600444	国机通用	12.71	+0.24	1.45	44.56	2.78	其它专用机械	[]	0	2023-04-13	0	0	1.3	--	--
600446	金证股份	18.20	-3.19	9.10	68.71	4.67	IT服务	[]	0	2023-04-18	0	0	0.29	--	--
600448	华纺股份	2.97	+0.34	1.29	--	1.48	印染	[]	0	2023-04-29	0	0	0	--	--
600449	宁夏建材	15.19	-1.87	1.66	13.95	1.03	水泥制造	[]	0	2023-03-22	0	0	3.9	--	--
600452	涪陵电力	17.69	-0.67	0.45	29.91	3.42	水电	['全国社保基金一零三组合']	1	2023-04-21	2	0	1.8	--	--
600455	博通股份	22.14	+0.64	3.21	51.79	5.74	其他文化传媒	[]	0	2023-03-25	0	0	0	--	--
600456	宝钛股份	32.87	-1.44	0.72	31.38	2.48	其他稀有小金属	['全国社保基金一一三组合', '全国社保基金一一八组合']	2	2023-04-26	0	0	4.5	--	--
600458	时代新材	10.66	-2.47	1.75	22.07	1.51	其他化学制品	[]	0	2023-03-31	0	0	1.35	--	--
600459	贵研铂业	16.07	-3.31	1.33	32.23	2.00	其他稀有小金属	['全国社保基金四一四组合']	1	2023-04-13	0	0	1.65	--	--
600460	士兰微	33.10	-0.57	1.07	46.99	6.02	电子	[]	0	2023-05-05	0	0	1	2023-05-12	2023-05-11
600461	洪城环境	7.99	-2.20	2.18	8.98	1.22	水务	[]	0	2023-04-11	0	0	4.34	--	--
600462	ST九有	2.26	-2.16	0.39	--	47.18	通信传输设备	[]	0	2023-04-28	0	0	0	--	--
600463	空港股份	8.94	+1.59	1.23	--	2.34	园区开发	[]	0	2023-04-15	0	0	0	--	--
600466	*ST蓝光	0.44	-4.35	0.14	--	--	房地产开发	[]	0	2023-04-28	0	0	0	--	--
600467	好当家	2.47	-0.80	0.68	61.96	1.07	水产养殖	[]	0	2023-04-25	0	0	0.13	--	--
600468	百利电气	4.69	-1.26	1.77	41.59	2.56	低压设备	[]	0	2023-04-26	0	0	0.34	--	--
600469	风神股份	5.50	-1.08	1.99	22.69	1.34	轮胎	[]	0	2023-04-29	0	0	0.5	--	--
600470	六国化工	5.64	-1.23	0.68	20.86	1.62	磷肥	[]	0	2023-03-14	0	0	0	--	--
600475	华光环能	11.57	-3.18	1.24	14.70	1.36	其它电源设备	[]	0	2023-04-26	0	0	3.5	--	--
600476	湘邮科技	16.28	+0.99	4.41	--	21.20	IT服务	[]	0	2023-04-29	0	0	0	--	--
600477	杭萧钢构	4.37	-2.02	1.49	37.19	2.01	钢结构	[]	0	2023-04-01	0	0	0.35	--	--
600478	科力远	7.29	-3.44	1.00	68.44	4.31	电子系统组装	[]	0	2023-04-04	0	0	0	--	--
600479	千金药业	13.62	+1.87	6.01	19.04	2.59	中药	[]	0	2023-04-13	0	0	3.5	--	--
600480	凌云股份	7.44	-0.67	0.76	21.10	1.07	汽车零部件	['全国社保基金一零三组合']	1	2023-04-25	0	0	1.1	--	--
600481	双良节能	14.22	-3.13	1.17	19.90	3.62	制冷空调设备	[]	0	2023-04-25	0	0	3	--	--
600482	中国动力	17.51	+1.33	1.03	129.32	1.07	船舶制造	[]	0	2023-04-28	0	0	0.47	--	--
600483	福能股份	12.01	-1.07	0.85	9.46	2.48	火电	[]	0	2023-04-15	3	0	4	--	--
600486	扬农化工	90.26	-1.83	0.55	17.01	3.01	农药	['全国社保基金一零六组合', '全国社保基金一零三组合']	2	2023-03-20	3	0	13	--	--
600487	亨通光电	14.40	-2.57	2.03	21.73	1.49	通信传输设备	['全国社保基金一一六组合']	1	2023-04-26	0	0	0.8	--	--
600488	津药药业	5.30	+1.34	2.82	72.33	1.91	化学制剂	[]	0	2023-05-05	0	0	0.1	2023-05-11	2023-05-10
600489	中金黄金	12.21	-1.69	1.52	26.69	2.24	黄金	[]	0	2023-04-27	0	0	2.81	--	--
600490	鹏欣资源	3.83	-2.30	3.49	--	1.41	铜	[]	0	2023-04-29	0	0	0	--	--
600491	龙元建设	5.02	+1.21	1.22	26.26	0.62	房屋建设	[]	0	2023-04-26	0	0	0	--	--
600493	凤竹纺织	5.65	0.00	1.21	99.53	1.84	棉纺	[]	0	2023-03-31	0	0	0.288	--	--
600495	晋西车轴	4.08	+0.25	1.71	183.18	1.53	铁路设备	[]	0	2023-03-24	0	0	0.05	--	--
600496	精工钢构	4.04	0.00	0.88	11.50	1.01	钢结构	[]	0	2023-04-18	0	0	0.36	--	--
600497	驰宏锌锗	5.46	-0.73	1.07	39.61	1.79	铅锌	[]	0	2023-04-21	0	0	1.2	--	--
600498	烽火通信	18.52	-3.54	2.60	52.77	1.92	通信传输设备	[]	0	2023-04-22	0	0	1.1	--	--
600499	科达制造	12.12	-3.19	1.14	6.29	2.04	其它专用机械	[]	0	2023-04-15	0	0	6.8	--	--
600500	中化国际	6.22	-1.11	0.56	21.70	1.23	其他化学制品	[]	0	2023-04-28	0	0	1.5	--	--
600501	航天晨光	14.67	+0.27	1.40	85.18	2.83	其它专用机械	[]	0	2023-04-29	0	0	0.3	--	--
600502	安徽建工	6.46	+2.54	4.74	7.83	1.20	水利工程	['全国社保基金四一八组合', '汇添富基金管理股份有限公司－社保基金1103组合']	2	2023-03-30	0	0	2.5	--	--
600503	华丽家族	2.77	+2.21	1.26	--	1.20	房地产开发	[]	0	2023-04-27	0	0	0	--	--
600505	西昌电力	8.02	-0.12	0.83	93.44	2.37	水电	[]	0	2023-03-31	0	0	0.38	--	--
600507	方大特钢	5.03	-1.37	0.87	23.82	1.37	特钢	[]	0	2023-03-18	0	0	0	--	--
600508	上海能源	14.85	0.00	1.24	5.98	0.82	煤炭开采	[]	0	2023-03-24	0	0	7.3	--	--
600509	天富能源	6.58	-2.37	1.40	50.98	1.30	热电	[]	0	2023-04-18	0	0	0	--	--
600510	黑牡丹	6.81	+1.19	1.38	10.35	0.71	房地产开发	[]	0	2023-04-25	0	0	2.1	--	--
600511	国药股份	41.80	-3.86	1.35	15.73	2.16	医药商业	['国泰基金管理有限公司－社保基金四二一组合']	1	2023-03-23	0	0	7.82	--	--
600512	腾达建设	2.98	+2.41	4.13	14.86	0.77	路桥施工	[]	0	2023-04-15	0	0	0	--	--
600513	联环药业	10.13	-5.33	4.35	20.47	2.24	化学制剂	[]	0	2023-03-03	0	0	1.5	--	--
600515	海南机场	4.51	+0.22	0.76	25.59	2.27	房地产开发	[]	0	2023-04-21	0	0	0	--	--
600516	方大炭素	6.47	-0.92	0.52	25.35	1.52	非金属新材料	[]	0	2023-04-15	0	0	0	--	--
600517	国网英大	5.54	-0.36	0.42	23.21	1.64	中压设备	['全国社保基金五零三组合']	1	2023-04-27	0	0	0.57	--	--
600518	ST康美	2.31	+3.59	2.18	--	4.64	中药	[]	0	2023-04-29	0	0	0	--	--
600519	贵州茅台	1750.00	+0.01	0.16	33.17	10.07	白酒	[]	0	2023-03-31	0	0	259.11	--	--
600520	文一科技	12.90	-1.83	2.63	81.46	4.70	机械设备	[]	0	2023-04-26	0	0	0	--	--
600521	华海药业	18.91	-2.43	0.85	23.32	3.74	化学制剂	[]	0	2023-04-29	0	0	2.4	--	--
600522	中天科技	14.10	-3.36	2.26	16.22	1.55	通信传输设备	[]	0	2023-04-26	0	0	1	--	--
600523	贵航股份	13.34	-1.33	0.97	44.32	1.89	汽车零部件	[]	0	2023-03-14	0	0	1.1	--	--
600525	长园集团	5.03	-4.91	3.44	10.32	1.31	电网自动化	[]	0	2023-04-28	0	0	0	--	--
600526	菲达环保	5.10	-0.20	0.72	28.20	1.14	环保设备	[]	0	2023-04-18	0	0	0	--	--
600527	江南高纤	2.07	+0.49	0.56	47.48	1.52	涤纶	[]	0	2023-04-20	0	0	1	--	--
600528	中铁工业	10.67	-3.00	1.57	12.55	1.08	铁路设备	['全国社保基金四一三组合']	1	2023-03-28	0	0	1.46	--	--
600529	山东药玻	23.97	-2.56	0.88	25.18	2.23	医疗器械	['汇添富基金管理股份有限公司－社保基金17022组合', '汇添富基金管理股份有限公司－社保基金四二三组合']	2	2023-04-25	0	0	3	--	--
600530	交大昂立			0.00	38.30	2.15	生物制品	[]	0	2022-04-28	0	0	0	--	--
600531	豫光金铅	6.44	-1.23	2.31	14.24	1.55	铅锌	[]	0	2023-03-25	0	0	1.18	--	--
600532	*ST未来			0.00	--	1.17	其他采掘	[]	0	2023-04-29	0	0	0	--	--
600533	栖霞建设	3.50	+2.34	1.54	48.18	0.82	房地产开发	[]	0	2023-04-29	0	0	1	--	--
600535	天士力	15.17	-4.47	1.51	40.11	1.81	中药	['全国社保基金--四组合']	1	2023-03-28	0	0	3.3	--	--
600536	中国软件	58.27	+1.71	3.56	--	16.68	IT服务	['广发基金管理有限公司－社保基金四二零组合']	1	2023-04-28	0	3	0.21	--	--
600537	亿晶光电	6.70	-4.69	5.26	30.12	3.07	光伏设备	[]	0	2023-04-24	0	0	0	--	--
600538	国发股份	4.28	-0.93	1.27	90.43	2.36	中药	[]	0	2023-04-18	0	0	0	--	--
600539	狮头股份	6.36	-1.09	1.41	112.96	3.44	其他家用轻工	[]	0	2023-04-15	0	0	0	--	--
600540	新赛股份	4.56	+1.56	1.79	--	3.35	其他种植业	[]	0	2023-04-28	0	0	0	--	--
600543	*ST莫高	5.37	+0.56	3.70	--	1.80	葡萄酒	[]	0	2023-04-28	0	0	0	--	--
600545	卓郎智能	2.53	-3.44	1.02	--	1.54	纺织服装设备	[]	0	2023-04-29	0	0	0	--	--
600546	XD山煤国	14.93	-2.61	2.34	4.22	1.76	煤炭开采	[]	0	2023-04-26	0	0	18	2023-05-05	2023-05-04
600547	山东黄金	26.38	-1.01	0.89	86.15	5.09	黄金	['全国社保基金一一二组合']	1	2023-03-30	0	0	0.7	--	--
600548	深高速	9.50	+0.96	0.34	10.14	1.15	高速公路	[]	0	2023-03-25	0	0	4.62	--	--
600549	厦门钨业	19.22	-1.59	0.66	18.09	2.61	钨	['全国社保基金一一二组合', '全国社保基金一一三组合']	2	2023-04-22	0	0	3.5	--	--
600551	时代出版	14.05	-3.30	5.74	19.45	1.27	平面媒体	[]	0	2023-04-28	0	0	2.5	--	--
600552	凯盛科技	11.95	-3.71	1.90	78.45	2.75	显示器件	[]	0	2023-04-12	0	0	0.5	--	--
600556	天下秀	7.81	-1.76	2.45	133.48	3.73	营销服务	[]	0	2023-04-25	0	0	0.1	--	--
600557	康缘药业	28.98	-5.60	2.36	36.36	3.46	中药	[]	0	2023-02-21	0	0	2.2	--	--
600558	大西洋	3.69	+0.54	1.25	43.77	1.50	金属制品	[]	0	2023-04-07	0	0	0.3	--	--
600559	老白干酒	31.45	+1.13	1.61	52.88	6.44	白酒	[]	0	2023-04-27	0	0	3	--	--
600560	金自天正	11.40	+0.18	1.46	54.88	2.88	冶金矿采化工设备	[]	0	2023-03-24	0	0	0.6	--	--
600561	江西长运	5.54	0.00	1.26	--	1.72	公交	[]	0	2023-04-20	0	0	0	--	--
600562	国睿科技	15.62	-1.95	0.81	33.70	3.72	地面兵装	[]	0	2023-04-27	0	0	1.33	--	--
600563	法拉电子	127.40	-1.17	0.67	27.73	6.65	被动元件	['全国社保基金四零六组合']	1	2023-04-01	0	0	18	--	--
600565	迪马股份	1.83	+1.10	0.91	--	0.92	房地产开发	[]	0	2023-04-28	0	0	0	--	--
600566	济川药业	31.77	-4.05	1.05	12.92	2.44	中药	['银华基金管理股份有限公司－社保基金1105组合']	1	2023-04-10	0	0	8.8	--	--
600567	山鹰国际	2.35	-1.26	0.36	--	0.85	造纸	[]	0	2023-04-29	0	0	0	--	--
600568	ST中珠	1.86	+0.54	0.59	--	1.34	房地产开发	[]	0	2023-04-20	0	0	0	--	--
600569	安阳钢铁	2.13	-0.47	0.40	--	0.86	普钢	[]	0	2023-04-28	0	0	0	--	--
600570	恒生电子	47.22	+0.90	1.12	66.24	12.72	软件开发	['全国社保基金一一五组合']	1	2023-04-01	0	0	1.3	--	--
600571	信雅达	9.64	+1.58	2.90	--	4.31	IT服务	[]	0	2023-04-15	0	0	0	--	--
600572	康恩贝	7.20	-2.17	2.50	34.33	2.58	中药	[]	0	2023-04-15	0	0	1.5	--	--
600573	惠泉啤酒	12.59	-0.32	3.47	74.13	2.60	啤酒	[]	0	2023-04-12	0	0	0.5	--	--
600575	淮河能源	2.48	+0.40	0.55	32.09	0.93	交通运输	[]	0	2023-03-28	0	0	0	--	--
600576	祥源文旅	8.75	-2.45	2.94	180.22	3.46	影视动漫	[]	0	2023-04-21	0	0	0	--	--
600577	精达股份	4.20	-1.87	1.34	22.98	1.73	线缆部件及其他	[]	0	2023-04-25	0	0	1.2	2023-05-04	2023-04-28
600578	京能电力	3.40	+0.59	0.40	24.80	1.07	公用事业	[]	0	2023-04-27	0	0	1.2	--	--
600579	克劳斯	6.38	0.00	0.44	--	1.01	其它专用机械	[]	0	2023-04-29	0	0	0	--	--
